14,-0.05524,0.177806,-1.027467
30,-0.048404,0.166087,-1.00354
45,-0.05109,0.175243,-1.004517
68,-0.062809,0.182323,-1.009888
83,-0.062321,0.156565,-0.979979
99,-0.049869,0.19392,-1.052127
114,-0.038393,0.17683,-1.018067
130,0.038149,0.151926,-1.041506
146,0.050601,0.215772,-1.032228
168,0.049502,0.220045,-1.033938
184,0.060612,0.336019,-0.947629
199,0.024599,0.403162,-0.927364
215,0.03644,0.402796,-0.90893
230,0.006653,0.43539,-0.964842
246,0.056095,0.359946,-0.949338
268,0.011414,0.394494,-0.939327
284,0.024721,0.307819,-0.970213
299,0.026064,0.288409,-0.980345
315,0.029848,0.3055,-0.971922
330,0.023866,0.353232,-0.952634
346,0.024843,0.359214,-0.95239
368,0.024477,0.352255,-0.952146
384,0.026918,0.365318,-0.944699
399,0.028993,0.33077,-0.966795
415,-0.000671,0.383263,-0.937496
431,0.0329,0.389733,-0.94067
446,0.020204,0.332967,-0.95947
468,-0.026918,0.334554,-0.95361
484,-0.028749,0.304523,-0.939938
499,-0.002991,0.30318,-0.938107
515,0.122017,0.400476,-0.96887
531,0.1081,0.337484,-0.95886
546,0.015321,0.338338,-0.964231
568,0.02997,0.296832,-0.979003
584,0.024965,0.332113,-0.957883
600,-0.131295,0.413172,-0.942257
615,0.094427,0.089422,-1.045291
631,0.08051,0.012269,-1.015504
646,-0.027529,0.246536,-1.018556
668,0.064152,0.266313,-0.98474
684,0.038027,0.256424,-1.002808
699,0.024477,0.207471,-0.995483
715,0.02289,0.255814,-0.995605
731,0.027895,0.295001,-0.980101
746,0.028017,0.254959,-0.977782
768,0.019716,0.216627,-1.008667
784,0.01764,0.227248,-0.984618
799,0.017274,0.232131,-0.985107
815,0.0235,0.249588,-0.993896
831,0.034243,0.296832,-0.962156
847,0.028749,0.298785,-0.956052
868,0.030214,0.257157,-0.993774
884,0.025087,0.258622,-0.980223
900,0.022401,0.272661,-0.990722
915,0.03229,0.271562,-0.987426
931,0.048648,0.301593,-0.966917
947,0.008362,0.333333,-0.948605
969,0.006165,0.342123,-0.93652
984,0.016664,0.305988,-0.969725
1000,0.033266,0.340658,-0.957761
1015,0.039858,0.33785,-0.962522
1031,0.031923,0.358603,-0.948483
1047,0.039126,0.359214,-0.949582
1069,0.029848,0.353598,-0.950436
1100,0.027284,0.336385,-0.962278
1116,0.026308,0.368614,-0.946286
1131,0.024965,0.320759,-0.965818
1147,0.0235,0.315754,-0.966673
1169,0.02936,0.314777,-0.967771
1185,0.028627,0.310139,-0.973021
1200,0.027895,0.322224,-0.967039
1216,0.024965,0.292315,-0.971434
1232,0.028993,0.339803,-0.961912
1247,0.024477,0.323323,-0.960203
1269,0.027406,0.303302,-0.970701
1284,0.026552,0.308918,-0.968992
1300,0.024232,0.33077,-0.958982
1316,0.02289,0.314655,-0.968626
1331,0.025819,0.362876,-0.949826
1347,0.021181,0.368125,-0.946286
1369,0.024232,0.355674,-0.954343
1385,0.027162,0.329183,-0.96533
1400,0.025941,0.330281,-0.967039
1416,0.025819,0.334798,-0.959958
1431,0.025819,0.317097,-0.964475
1447,0.026918,0.309284,-0.963743
1469,0.027162,0.330037,-0.96826
1484,0.026796,0.332845,-0.962278
1500,0.026674,0.349448,-0.966551
1516,0.019105,0.345053,-0.951047
1532,0.028261,0.385216,-0.93127
1547,0.028383,0.401086,-0.933468
1569,0.04816,0.392541,-0.938229
1584,0.039248,0.406092,-0.9248
1600,0.051334,0.390588,-0.938473
1616,0.030092,0.354331,-0.944821
1631,0.025209,0.310871,-0.971678
1647,0.015443,0.276323,-0.983642
1669,-0.008484,0.25325,-1.00061
1684,0.030581,0.286578,-0.974364
1700,0.026674,0.288897,-0.987304
1716,0.034609,0.305133,-0.97827
1731,0.021058,0.334554,-0.961179
1747,0.028505,0.410486,-0.919917
1769,0.029238,0.352133,-0.953488
1785,0.023622,0.348349,-0.953366
1800,0.023012,0.335409,-0.963377
1816,0.02704,0.338583,-0.961179
1832,0.028505,0.345785,-0.955686
1848,0.025453,0.367271,-0.947873
1869,0.026918,0.360312,-0.94653
1885,0.028993,0.33724,-0.958005
1901,0.026308,0.331624,-0.967283
1916,0.023378,0.347616,-0.952512
1932,0.026552,0.347616,-0.958371
1948,0.024965,0.341146,-0.957395
1970,0.026186,0.339315,-0.960203
1985,0.023866,0.349326,-0.948849
2001,0.024477,0.350302,-0.955686
2016,0.025697,0.341757,-0.960569
2032,0.027406,0.343588,-0.959348
2048,0.028627,0.342367,-0.953366
2070,0.026064,0.334798,-0.959592
2085,0.025819,0.331258,-0.962766
2101,0.024354,0.329183,-0.957639
2117,0.023378,0.328328,-0.966062
2132,0.028017,0.330037,-0.965086
2148,0.024477,0.324422,-0.961912
2170,0.028139,0.340902,-0.961668
2185,0.028139,0.366416,-0.947629
2201,0.028139,0.364951,-0.949338
2216,0.031313,0.372642,-0.947629
2232,0.026064,0.355185,-0.955075
2248,0.026552,0.344931,-0.957883
2269,0.028749,0.328328,-0.960081
2285,0.024721,0.328938,-0.962888
2301,0.027162,0.335775,-0.964842
2317,0.028505,0.34078,-0.956784
2332,0.028261,0.346884,-0.958982
2348,0.026918,0.342489,-0.95239
2370,0.025331,0.368003,-0.947262
2385,0.024965,0.374352,-0.948117
2401,0.025697,0.359702,-0.948972
2417,0.028139,0.344931,-0.956296
2432,0.023012,0.328328,-0.965086
2448,0.026186,0.329305,-0.95886
2470,0.026308,0.318684,-0.972288
2485,0.025331,0.32491,-0.966429
2501,0.027162,0.331258,-0.967039
2517,0.026674,0.330281,-0.963865
2532,0.026674,0.331502,-0.961546
2548,0.021425,0.326863,-0.966429
2570,0.023012,0.337118,-0.962888
2586,0.025575,0.354087,-0.946774
2602,0.023622,0.360068,-0.950681
2617,0.028749,0.373253,-0.946896
2633,0.027284,0.370689,-0.950436
2648,0.028261,0.350791,-0.959714
2670,0.02704,0.334554,-0.958494
2686,0.025697,0.33077,-0.963133
2702,0.023866,0.329793,-0.9624
2718,0.021913,0.330037,-0.964842
2733,0.022035,0.325887,-0.965208
2749,0.029238,0.315388,-0.968138
2771,0.027406,0.322224,-0.96826
2787,0.025331,0.319172,-0.96301
2802,0.024599,0.328206,-0.973021
2818,0.027162,0.335042,-0.959714
2833,0.026186,0.340536,-0.954099
2849,0.02643,0.365562,-0.951779
2871,0.025941,0.334554,-0.952512
2887,0.026308,0.335531,-0.966795
2902,0.025819,0.328694,-0.957517
2918,0.027651,0.338338,-0.960813
2933,0.027651,0.331746,-0.964353
2948,0.025209,0.325642,-0.965208
2963,0.026674,0.338583,-0.95886
2979,0.025453,0.326741,-0.963865
2994,0.022279,0.322713,-0.965574
3010,0.024965,0.325276,-0.963865
3026,0.026552,0.32491,-0.9624
3043,0.027162,0.325276,-0.960691
3058,0.028627,0.339559,-0.96301
3074,0.026308,0.338338,-0.956418
3089,0.028017,0.340902,-0.953733
3104,0.025453,0.340658,-0.958616
3120,0.026308,0.336751,-0.954465
3135,0.022645,0.333944,-0.960935
3151,0.02704,0.333455,-0.961546
3167,0.026308,0.341268,-0.951047
3182,0.022523,0.341146,-0.959958
3198,0.025819,0.326741,-0.960203
3213,0.025453,0.329061,-0.9624
3229,0.026308,0.329549,-0.960813
3244,0.028261,0.329427,-0.968748
3259,0.026674,0.32845,-0.963743
3275,0.028871,0.33492,-0.964231
3290,0.026918,0.316975,-0.968504
3305,0.023744,0.320393,-0.964964
3321,0.0235,0.339926,-0.959348
3337,0.022157,0.330281,-0.957761
3353,0.026064,0.336629,-0.958127
3368,0.026796,0.336507,-0.960569
3384,0.026064,0.332113,-0.961057
3399,0.026552,0.325642,-0.968992
3414,0.02704,0.321858,-0.964964
3430,0.024721,0.342855,-0.949948
3447,0.028505,0.344687,-0.959836
3462,0.028383,0.342123,-0.957151
3478,0.027651,0.329427,-0.96472
3493,0.02643,0.328572,-0.959226
3508,0.029848,0.33138,-0.968138
3523,0.023378,0.332479,-0.958738
3551,0.025941,0.348593,-0.953
3571,0.027529,0.332723,-0.958371
3586,0.023866,0.340048,-0.960935
3602,0.021303,0.330159,-0.960203
3618,0.029848,0.337118,-0.962278
3633,0.021913,0.340658,-0.953244
3649,0.024477,0.351279,-0.956662
3671,0.025819,0.344809,-0.954221
3687,0.024843,0.316487,-0.963743
3702,0.02411,0.313435,-0.968992
3718,0.025331,0.309406,-0.972044
3734,0.026674,0.315022,-0.970213
3749,0.028383,0.323933,-0.96472
3771,0.025453,0.329671,-0.960447
3787,0.026796,0.331014,-0.961546
3802,0.025941,0.331502,-0.960813
3818,0.025087,0.345419,-0.958738
3834,0.023134,0.339559,-0.959348
3849,0.024721,0.335897,-0.960569
3872,0.025209,0.336751,-0.957273
3887,0.02704,0.34371,-0.957273
3903,0.02704,0.335287,-0.959714
3919,0.027529,0.332967,-0.960935
3934,0.028505,0.330159,-0.960569
3950,0.026674,0.321003,-0.971556
3972,0.025941,0.327352,-0.964597
3987,0.026552,0.340048,-0.958616
4003,0.025453,0.342489,-0.957029
4019,0.027284,0.352866,-0.95007
4034,0.024721,0.326375,-0.965086
4050,0.026674,0.33199,-0.962644
4072,0.025697,0.333944,-0.962888
4088,0.024965,0.325765,-0.957273
4103,0.024232,0.336751,-0.959592
4119,0.025331,0.334432,-0.960325
4134,0.024232,0.332845,-0.964109
4150,0.026674,0.334676,-0.960325
4172,0.025819,0.344809,-0.956784
4188,0.027651,0.348349,-0.95947
4203,0.028749,0.33724,-0.960569
4219,0.025209,0.332845,-0.958982
4234,0.0235,0.327596,-0.962156
4250,0.027162,0.332357,-0.958127
4272,0.02643,0.33492,-0.961301
4288,0.028139,0.344809,-0.957883
4304,0.025575,0.336385,-0.958982
4319,0.027773,0.335042,-0.959592
4335,0.023988,0.349448,-0.95532
4350,0.026918,0.353598,-0.952878
4373,0.023256,0.336751,-0.96179
4388,0.027406,0.336629,-0.960081
4404,0.024354,0.326863,-0.962156
4419,0.028139,0.334676,-0.962522
4435,0.034365,0.35018,-0.957761
4451,0.026674,0.341146,-0.956662
4473,0.025575,0.334188,-0.96301
4489,0.028261,0.333822,-0.962766
4504,0.029116,0.332723,-0.959714
4520,0.028139,0.337606,-0.958127
4535,0.025575,0.336507,-0.959592
4551,0.023988,0.325276,-0.960447
4573,0.024599,0.331014,-0.961179
4589,0.026552,0.332601,-0.96594
4604,0.02704,0.333578,-0.957151
4620,0.025697,0.341635,-0.960569
4636,0.025087,0.342245,-0.961301
4651,0.023988,0.341513,-0.96301
4673,0.026918,0.335531,-0.957639
4689,0.025453,0.335287,-0.954465
4705,0.026064,0.353476,-0.958494
4720,0.024965,0.325276,-0.966184
4736,0.025941,0.327474,-0.959226
4751,0.024599,0.341024,-0.959592
4773,0.030947,0.345907,-0.955075
4789,0.023622,0.337606,-0.962156
4804,0.023866,0.344076,-0.956784
4820,0.025575,0.336507,-0.958249
4836,0.025087,0.338827,-0.962766
4852,0.025209,0.323079,-0.964842
4873,0.021913,0.334066,-0.963133
4889,0.025819,0.348959,-0.949216
4904,0.025087,0.325887,-0.959592
4920,0.023622,0.330892,-0.962766
4936,0.023622,0.335653,-0.959836
4951,0.028261,0.343222,-0.960569
4974,0.024599,0.340536,-0.965696
4989,0.027773,0.332479,-0.957761
5005,0.028017,0.339926,-0.961423
5020,0.025697,0.329915,-0.968504
5036,0.026186,0.333211,-0.962156
5052,0.031313,0.336263,-0.96594
5074,0.024965,0.329671,-0.958005
5089,0.02411,0.336019,-0.957517
5105,0.02704,0.329427,-0.971068
5120,0.025575,0.330281,-0.960569
5136,0.025575,0.336751,-0.971434
5152,0.0235,0.321248,-0.960813
5174,0.027529,0.342489,-0.962766
5189,0.023744,0.336629,-0.958982
5205,0.025941,0.334798,-0.965574
5220,0.025697,0.339681,-0.958127
5236,0.024843,0.348227,-0.95532
5252,0.024232,0.344931,-0.952146
5274,0.024721,0.337972,-0.964842
5289,0.026186,0.333822,-0.964842
5305,0.023012,0.324055,-0.952756
5321,0.015321,0.33431,-0.975218
5336,0.024965,0.333578,-0.960081
5352,0.025087,0.328206,-0.954221
5374,0.028505,0.338461,-0.975462
5390,0.027162,0.335165,-0.959348
5405,0.025331,0.335409,-0.960081
5421,0.024721,0.332479,-0.960325
5437,0.026308,0.330403,-0.95593
5452,0.026796,0.33492,-0.96472
5474,0.027773,0.331868,-0.957517
5490,0.027406,0.335653,-0.963377
5506,0.024232,0.325398,-0.964475
5521,0.026308,0.322957,-0.963743
5537,0.027895,0.342978,-0.958005
5553,0.027773,0.339681,-0.957151
5574,0.028261,0.335409,-0.96179
5590,0.029482,0.329671,-0.959958
5606,0.026674,0.334676,-0.964353
5621,0.027162,0.336019,-0.964109
5637,0.026552,0.332967,-0.96179
5653,0.02057,0.33077,-0.963743
5675,0.026552,0.330403,-0.965818
5690,0.028383,0.317097,-0.9624
5706,0.025331,0.324422,-0.966551
5722,0.026308,0.332967,-0.958982
5737,0.024721,0.330648,-0.958616
5753,0.027651,0.329915,-0.962766
5775,0.021058,0.336874,-0.959836
5790,0.028993,0.340902,-0.959592
5806,0.024843,0.330281,-0.961057
5822,0.024477,0.330403,-0.967649
5837,0.024354,0.321126,-0.966673
5853,0.025453,0.33724,-0.959836
5875,0.02997,0.330037,-0.960081
5891,0.026552,0.328816,-0.961423
5906,0.029116,0.32552,-0.961668
5922,0.028139,0.326009,-0.962522
5938,0.025941,0.323445,-0.963743
5953,0.02411,0.330526,-0.964109
5975,0.027651,0.336019,-0.957395
5991,0.026064,0.334432,-0.963133
6006,0.023622,0.331136,-0.957273
6022,0.028627,0.326619,-0.967039
6038,0.029726,0.303668,-0.977904
6053,0.008118,0.327352,-0.951291
6075,0.021791,0.340292,-0.957151
6090,0.031313,0.345419,-0.966429
6106,0.031069,0.353476,-0.94067
6122,0.025819,0.346762,-0.958249
6138,0.027651,0.323445,-0.967649
6153,0.02643,0.340292,-0.953244
6175,0.025331,0.339559,-0.957029
6191,0.024965,0.333944,-0.959714
6207,0.027406,0.330037,-0.961668
6222,0.025575,0.328328,-0.96179
6238,0.027162,0.329549,-0.967283
6253,0.024354,0.326497,-0.95593
6275,0.025575,0.310871,-0.970945
6291,0.02643,0.332723,-0.965208
6307,0.022279,0.327962,-0.966795
6323,0.024354,0.327107,-0.966062
6338,0.024843,0.329671,-0.963499
6354,0.0235,0.333089,-0.961179
6376,0.023988,0.334676,-0.960447
6391,0.026674,0.335409,-0.957761
6407,0.023988,0.336996,-0.962644
6423,0.024965,0.34139,-0.957029
6438,0.026552,0.324788,-0.964353
6454,0.026064,0.30904,-0.971434
6476,0.024354,0.327229,-0.96472
6491,0.025209,0.329061,-0.962278
6507,0.021425,0.320881,-0.965574
6523,0.025941,0.323445,-0.962278
6538,0.024477,0.319905,-0.964842
6554,0.023866,0.320149,-0.967405
